"Notes","County of Residence","County of Residence Code","Year","Year Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Unidentified Counties, MO","29999","2018","2018","500 - 999 grams","02",77
,"Unidentified Counties, MO","29999","2018","2018","1000 - 1499 grams","03",171
,"Unidentified Counties, MO","29999","2018","2018","1500 - 1999 grams","04",372
,"Unidentified Counties, MO","29999","2018","2018","2000 - 2499 grams","05",1471
,"Unidentified Counties, MO","29999","2018","2018","2500 - 2999 grams","06",4927
,"Unidentified Counties, MO","29999","2018","2018","3000 - 3499 grams","07",10639
,"Unidentified Counties, MO","29999","2018","2018","3500 - 3999 grams","08",7703
,"Unidentified Counties, MO","29999","2018","2018","4000 - 4499 grams","09",2085
,"Unidentified Counties, MO","29999","2018","2018","4500 - 4999 grams","10",304
,"Unidentified Counties, MO","29999","2018","2018","5000 - 8165 grams","11",31
,"Unidentified Counties, MO","29999","2018","2018","Unknown or Not Stated","12",13
,"Unidentified Counties, MO","29999","2019","2019","499 grams or less","01",16
,"Unidentified Counties, MO","29999","2019","2019","500 - 999 grams","02",122
,"Unidentified Counties, MO","29999","2019","2019","1000 - 1499 grams","03",181
,"Unidentified Counties, MO","29999","2019","2019","1500 - 1999 grams","04",403
,"Unidentified Counties, MO","29999","2019","2019","2000 - 2499 grams","05",1322
,"Unidentified Counties, MO","29999","2019","2019","2500 - 2999 grams","06",4697
,"Unidentified Counties, MO","29999","2019","2019","3000 - 3499 grams","07",10426
,"Unidentified Counties, MO","29999","2019","2019","3500 - 3999 grams","08",7505
,"Unidentified Counties, MO","29999","2019","2019","4000 - 4499 grams","09",1949
,"Unidentified Counties, MO","29999","2019","2019","4500 - 4999 grams","10",262
,"Unidentified Counties, MO","29999","2019","2019","5000 - 8165 grams","11",33
,"Unidentified Counties, MO","29999","2019","2019","Unknown or Not Stated","12",16
,"Unidentified Counties, MO","29999","2020","2020","499 grams or less","01",27
,"Unidentified Counties, MO","29999","2020","2020","500 - 999 grams","02",100
,"Unidentified Counties, MO","29999","2020","2020","1000 - 1499 grams","03",159
,"Unidentified Counties, MO","29999","2020","2020","1500 - 1999 grams","04",402
,"Unidentified Counties, MO","29999","2020","2020","2000 - 2499 grams","05",1346
,"Unidentified Counties, MO","29999","2020","2020","2500 - 2999 grams","06",4539
,"Unidentified Counties, MO","29999","2020","2020","3000 - 3499 grams","07",10050
,"Unidentified Counties, MO","29999","2020","2020","3500 - 3999 grams","08",7324
,"Unidentified Counties, MO","29999","2020","2020","4000 - 4499 grams","09",1802
,"Unidentified Counties, MO","29999","2020","2020","4500 - 4999 grams","10",255
,"Unidentified Counties, MO","29999","2020","2020","5000 - 8165 grams","11",29
,"Unidentified Counties, MO","29999","2021","2021","499 grams or less","01",24
,"Unidentified Counties, MO","29999","2021","2021","500 - 999 grams","02",113
,"Unidentified Counties, MO","29999","2021","2021","1000 - 1499 grams","03",166
,"Unidentified Counties, MO","29999","2021","2021","1500 - 1999 grams","04",366
,"Unidentified Counties, MO","29999","2021","2021","2000 - 2499 grams","05",1373
,"Unidentified Counties, MO","29999","2021","2021","2500 - 2999 grams","06",4627
,"Unidentified Counties, MO","29999","2021","2021","3000 - 3499 grams","07",10232
,"Unidentified Counties, MO","29999","2021","2021","3500 - 3999 grams","08",7284
,"Unidentified Counties, MO","29999","2021","2021","4000 - 4499 grams","09",1900
,"Unidentified Counties, MO","29999","2021","2021","4500 - 4999 grams","10",241
,"Unidentified Counties, MO","29999","2021","2021","5000 - 8165 grams","11",32
,"Unidentified Counties, MO","29999","2021","2021","Unknown or Not Stated","12",13
,"Unidentified Counties, MO","29999","2022","2022","499 grams or less","01",29
,"Unidentified Counties, MO","29999","2022","2022","500 - 999 grams","02",112
,"Unidentified Counties, MO","29999","2022","2022","1000 - 1499 grams","03",173
,"Unidentified Counties, MO","29999","2022","2022","1500 - 1999 grams","04",405
,"Unidentified Counties, MO","29999","2022","2022","2000 - 2499 grams","05",1419
,"Unidentified Counties, MO","29999","2022","2022","2500 - 2999 grams","06",4797
,"Unidentified Counties, MO","29999","2022","2022","3000 - 3499 grams","07",10104
,"Unidentified Counties, MO","29999","2022","2022","3500 - 3999 grams","08",7257
,"Unidentified Counties, MO","29999","2022","2022","4000 - 4499 grams","09",1848
,"Unidentified Counties, MO","29999","2022","2022","4500 - 4999 grams","10",222
,"Unidentified Counties, MO","29999","2022","2022","5000 - 8165 grams","11",31
,"Unidentified Counties, MO","29999","2022","2022","Unknown or Not Stated","12",10
,"Unidentified Counties, MO","29999","2023","2023","499 grams or less","01",34
,"Unidentified Counties, MO","29999","2023","2023","500 - 999 grams","02",96
,"Unidentified Counties, MO","29999","2023","2023","1000 - 1499 grams","03",179
,"Unidentified Counties, MO","29999","2023","2023","1500 - 1999 grams","04",420
,"Unidentified Counties, MO","29999","2023","2023","2000 - 2499 grams","05",1416
,"Unidentified Counties, MO","29999","2023","2023","2500 - 2999 grams","06",4848
,"Unidentified Counties, MO","29999","2023","2023","3000 - 3499 grams","07",10126
,"Unidentified Counties, MO","29999","2023","2023","3500 - 3999 grams","08",7213
,"Unidentified Counties, MO","29999","2023","2023","4000 - 4499 grams","09",1915
,"Unidentified Counties, MO","29999","2023","2023","4500 - 4999 grams","10",275
,"Unidentified Counties, MO","29999","2023","2023","5000 - 8165 grams","11",20
,"Unidentified Counties, MO","29999","2024","2024","499 grams or less","01",31
,"Unidentified Counties, MO","29999","2024","2024","500 - 999 grams","02",90
,"Unidentified Counties, MO","29999","2024","2024","1000 - 1499 grams","03",177
,"Unidentified Counties, MO","29999","2024","2024","1500 - 1999 grams","04",415
,"Unidentified Counties, MO","29999","2024","2024","2000 - 2499 grams","05",1436
,"Unidentified Counties, MO","29999","2024","2024","2500 - 2999 grams","06",4832
,"Unidentified Counties, MO","29999","2024","2024","3000 - 3499 grams","07",10276
,"Unidentified Counties, MO","29999","2024","2024","3500 - 3999 grams","08",7310
,"Unidentified Counties, MO","29999","2024","2024","4000 - 4499 grams","09",1761
,"Unidentified Counties, MO","29999","2024","2024","4500 - 4999 grams","10",222
,"Unidentified Counties, MO","29999","2024","2024","5000 - 8165 grams","11",24
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Gestational Diabetes: Yes; No"
"Gestational Hypertension: Yes; No"
"Marital Status: Married; Unmarried"
"Mother's Education: 8th grade or less; 9th through 12th grade with no diploma; High school graduate or GED completed; Some"
"college credit, but not a degree; Associate degree (AA, AS); Bachelor's degree (BA, AB, BS); Master's degree (MA, MS, MEng, MEd,"
"MSW, MBA); Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"
"Mother's Hispanic Origin: Hispanic or Latino; Not Hispanic or Latino"
"Mother's Pre-pregnancy BMI: Underweight <18.5; Normal 18.5-24.9; Overweight 25.0-29.9; Obesity I 30.0-34.9; Obesity II"
"35.0-39.9; Extreme Obesity III > 39.9"
"Mother's Single Race 6: American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific"
"Islander; White; More than one race"
"Number of Prenatal Visits Recode: No visits; 1 to 2 visits; 3 to 4 visits; 5 to 6 visits; 7 to 8 visits; 9 to 10 visits; 11 to"
"12 visits; 13 to 14 visits; 15 to 16 visits; 17 to 18 visits; 19 or more visits"
"OE Gestational Age Recode 11: Under 20 weeks; 20-27 weeks; 28-31 weeks; 32-33 weeks; 34-36 weeks; 37-38 weeks; 39 weeks; 40"
"weeks; 41 weeks; 42 weeks or more"
"Pre-pregnancy Diabetes: Yes; No"
"Pre-pregnancy Hypertension: Yes; No"
"Previous Preterm Birth: Yes; No"
"Prior Births Now Living: 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11 or more"
"Prior Other Pregnancy Outcomes: 0; 1; 2; 3; 4; 5; 6 or more"
"Source of Payment for Delivery: Medicaid; Private Insurance; Self Pay"
"States: Missouri (29)"
"Tobacco Use: Yes; No"
"Total Birth Order: 1; 2; 3; 4; 5; 6; 7; 8 or more"
"Trimester Prenatal Care Began: 1st to 3rd month; 4th to 6th month; 7th to final month; No prenatal care"
"Year: 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023; 2024"
"Group By: County of Residence; Year; Infant Birth Weight 12"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Jun 9, 2026 2:18:20 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Jun 9, 2026 2:18:20 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Births are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Beginning in 2017, due to state statutory restrictions, California no longer provides record-level data on the marital status"
"of the mother for births occurring in California to California residents and non-residents (including residents of other"
"states). For these births, ""Marital Status"" is coded as ""Not Reported""."
"5. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
