"Notes","County of Residence","County of Residence Code","Year","Year Code","Number of Prenatal Visits Recode","Number of Prenatal Visits Recode Code",Births
,"St. Louis County, MO","29189","2023","2023","15 to 16 visits","9",531
,"St. Louis County, MO","29189","2023","2023","17 to 18 visits","10",185
,"St. Louis County, MO","29189","2023","2023","19 or more visits","11",432
,"St. Louis County, MO","29189","2024","2024","No visits","1",257
,"St. Louis County, MO","29189","2024","2024","1 to 2 visits","2",241
,"St. Louis County, MO","29189","2024","2024","3 to 4 visits","3",220
,"St. Louis County, MO","29189","2024","2024","5 to 6 visits","4",408
,"St. Louis County, MO","29189","2024","2024","7 to 8 visits","5",763
,"St. Louis County, MO","29189","2024","2024","9 to 10 visits","6",1842
,"St. Louis County, MO","29189","2024","2024","11 to 12 visits","7",2467
,"St. Louis County, MO","29189","2024","2024","13 to 14 visits","8",1474
,"St. Louis County, MO","29189","2024","2024","15 to 16 visits","9",540
,"St. Louis County, MO","29189","2024","2024","17 to 18 visits","10",201
,"St. Louis County, MO","29189","2024","2024","19 or more visits","11",442
,"St. Louis city, MO","29510","2016","2016","No visits","1",87
,"St. Louis city, MO","29510","2016","2016","1 to 2 visits","2",78
,"St. Louis city, MO","29510","2016","2016","3 to 4 visits","3",124
,"St. Louis city, MO","29510","2016","2016","5 to 6 visits","4",289
,"St. Louis city, MO","29510","2016","2016","7 to 8 visits","5",348
,"St. Louis city, MO","29510","2016","2016","9 to 10 visits","6",775
,"St. Louis city, MO","29510","2016","2016","11 to 12 visits","7",952
,"St. Louis city, MO","29510","2016","2016","13 to 14 visits","8",470
,"St. Louis city, MO","29510","2016","2016","15 to 16 visits","9",231
,"St. Louis city, MO","29510","2016","2016","17 to 18 visits","10",40
,"St. Louis city, MO","29510","2016","2016","19 or more visits","11",84
,"St. Louis city, MO","29510","2017","2017","No visits","1",61
,"St. Louis city, MO","29510","2017","2017","1 to 2 visits","2",73
,"St. Louis city, MO","29510","2017","2017","3 to 4 visits","3",117
,"St. Louis city, MO","29510","2017","2017","5 to 6 visits","4",219
,"St. Louis city, MO","29510","2017","2017","7 to 8 visits","5",401
,"St. Louis city, MO","29510","2017","2017","9 to 10 visits","6",676
,"St. Louis city, MO","29510","2017","2017","11 to 12 visits","7",871
,"St. Louis city, MO","29510","2017","2017","13 to 14 visits","8",384
,"St. Louis city, MO","29510","2017","2017","15 to 16 visits","9",170
,"St. Louis city, MO","29510","2017","2017","17 to 18 visits","10",49
,"St. Louis city, MO","29510","2017","2017","19 or more visits","11",34
,"St. Louis city, MO","29510","2018","2018","No visits","1",125
,"St. Louis city, MO","29510","2018","2018","1 to 2 visits","2",119
,"St. Louis city, MO","29510","2018","2018","3 to 4 visits","3",141
,"St. Louis city, MO","29510","2018","2018","5 to 6 visits","4",276
,"St. Louis city, MO","29510","2018","2018","7 to 8 visits","5",368
,"St. Louis city, MO","29510","2018","2018","9 to 10 visits","6",540
,"St. Louis city, MO","29510","2018","2018","11 to 12 visits","7",733
,"St. Louis city, MO","29510","2018","2018","13 to 14 visits","8",421
,"St. Louis city, MO","29510","2018","2018","15 to 16 visits","9",154
,"St. Louis city, MO","29510","2018","2018","17 to 18 visits","10",53
,"St. Louis city, MO","29510","2018","2018","19 or more visits","11",113
,"St. Louis city, MO","29510","2019","2019","No visits","1",318
,"St. Louis city, MO","29510","2019","2019","1 to 2 visits","2",148
,"St. Louis city, MO","29510","2019","2019","3 to 4 visits","3",181
,"St. Louis city, MO","29510","2019","2019","5 to 6 visits","4",247
,"St. Louis city, MO","29510","2019","2019","7 to 8 visits","5",441
,"St. Louis city, MO","29510","2019","2019","9 to 10 visits","6",564
,"St. Louis city, MO","29510","2019","2019","11 to 12 visits","7",703
,"St. Louis city, MO","29510","2019","2019","13 to 14 visits","8",394
,"St. Louis city, MO","29510","2019","2019","15 to 16 visits","9",146
,"St. Louis city, MO","29510","2019","2019","17 to 18 visits","10",57
,"St. Louis city, MO","29510","2019","2019","19 or more visits","11",65
,"St. Louis city, MO","29510","2020","2020","No visits","1",173
,"St. Louis city, MO","29510","2020","2020","1 to 2 visits","2",120
,"St. Louis city, MO","29510","2020","2020","3 to 4 visits","3",144
,"St. Louis city, MO","29510","2020","2020","5 to 6 visits","4",232
,"St. Louis city, MO","29510","2020","2020","7 to 8 visits","5",360
,"St. Louis city, MO","29510","2020","2020","9 to 10 visits","6",648
,"St. Louis city, MO","29510","2020","2020","11 to 12 visits","7",629
,"St. Louis city, MO","29510","2020","2020","13 to 14 visits","8",321
,"St. Louis city, MO","29510","2020","2020","15 to 16 visits","9",122
,"St. Louis city, MO","29510","2020","2020","17 to 18 visits","10",48
,"St. Louis city, MO","29510","2020","2020","19 or more visits","11",181
,"St. Louis city, MO","29510","2021","2021","No visits","1",256
,"St. Louis city, MO","29510","2021","2021","1 to 2 visits","2",121
,"St. Louis city, MO","29510","2021","2021","3 to 4 visits","3",106
,"St. Louis city, MO","29510","2021","2021","5 to 6 visits","4",142
,"St. Louis city, MO","29510","2021","2021","7 to 8 visits","5",272
,"St. Louis city, MO","29510","2021","2021","9 to 10 visits","6",487
,"St. Louis city, MO","29510","2021","2021","11 to 12 visits","7",711
,"St. Louis city, MO","29510","2021","2021","13 to 14 visits","8",394
,"St. Louis city, MO","29510","2021","2021","15 to 16 visits","9",191
,"St. Louis city, MO","29510","2021","2021","17 to 18 visits","10",73
,"St. Louis city, MO","29510","2021","2021","19 or more visits","11",280
,"St. Louis city, MO","29510","2022","2022","No visits","1",234
,"St. Louis city, MO","29510","2022","2022","1 to 2 visits","2",176
,"St. Louis city, MO","29510","2022","2022","3 to 4 visits","3",144
,"St. Louis city, MO","29510","2022","2022","5 to 6 visits","4",156
,"St. Louis city, MO","29510","2022","2022","7 to 8 visits","5",233
,"St. Louis city, MO","29510","2022","2022","9 to 10 visits","6",424
,"St. Louis city, MO","29510","2022","2022","11 to 12 visits","7",595
,"St. Louis city, MO","29510","2022","2022","13 to 14 visits","8",407
,"St. Louis city, MO","29510","2022","2022","15 to 16 visits","9",209
,"St. Louis city, MO","29510","2022","2022","17 to 18 visits","10",88
,"St. Louis city, MO","29510","2022","2022","19 or more visits","11",238
,"St. Louis city, MO","29510","2023","2023","No visits","1",253
,"St. Louis city, MO","29510","2023","2023","1 to 2 visits","2",192
,"St. Louis city, MO","29510","2023","2023","3 to 4 visits","3",151
,"St. Louis city, MO","29510","2023","2023","5 to 6 visits","4",132
,"St. Louis city, MO","29510","2023","2023","7 to 8 visits","5",221
,"St. Louis city, MO","29510","2023","2023","9 to 10 visits","6",411
,"St. Louis city, MO","29510","2023","2023","11 to 12 visits","7",575
,"St. Louis city, MO","29510","2023","2023","13 to 14 visits","8",389
,"St. Louis city, MO","29510","2023","2023","15 to 16 visits","9",180
,"St. Louis city, MO","29510","2023","2023","17 to 18 visits","10",87
,"St. Louis city, MO","29510","2023","2023","19 or more visits","11",301
,"St. Louis city, MO","29510","2024","2024","No visits","1",213
,"St. Louis city, MO","29510","2024","2024","1 to 2 visits","2",175
,"St. Louis city, MO","29510","2024","2024","3 to 4 visits","3",129
,"St. Louis city, MO","29510","2024","2024","5 to 6 visits","4",156
,"St. Louis city, MO","29510","2024","2024","7 to 8 visits","5",231
,"St. Louis city, MO","29510","2024","2024","9 to 10 visits","6",397
,"St. Louis city, MO","29510","2024","2024","11 to 12 visits","7",534
,"St. Louis city, MO","29510","2024","2024","13 to 14 visits","8",426
,"St. Louis city, MO","29510","2024","2024","15 to 16 visits","9",171
,"St. Louis city, MO","29510","2024","2024","17 to 18 visits","10",83
,"St. Louis city, MO","29510","2024","2024","19 or more visits","11",280
,"Unidentified Counties, MO","29999","2016","2016","No visits","1",268
,"Unidentified Counties, MO","29999","2016","2016","1 to 2 visits","2",321
,"Unidentified Counties, MO","29999","2016","2016","3 to 4 visits","3",667
,"Unidentified Counties, MO","29999","2016","2016","5 to 6 visits","4",1234
,"Unidentified Counties, MO","29999","2016","2016","7 to 8 visits","5",2267
,"Unidentified Counties, MO","29999","2016","2016","9 to 10 visits","6",4851
,"Unidentified Counties, MO","29999","2016","2016","11 to 12 visits","7",7993
,"Unidentified Counties, MO","29999","2016","2016","13 to 14 visits","8",6225
,"Unidentified Counties, MO","29999","2016","2016","15 to 16 visits","9",2264
,"Unidentified Counties, MO","29999","2016","2016","17 to 18 visits","10",621
,"Unidentified Counties, MO","29999","2016","2016","19 or more visits","11",442
,"Unidentified Counties, MO","29999","2017","2017","No visits","1",274
,"Unidentified Counties, MO","29999","2017","2017","1 to 2 visits","2",340
,"Unidentified Counties, MO","29999","2017","2017","3 to 4 visits","3",633
,"Unidentified Counties, MO","29999","2017","2017","5 to 6 visits","4",1261
,"Unidentified Counties, MO","29999","2017","2017","7 to 8 visits","5",2302
,"Unidentified Counties, MO","29999","2017","2017","9 to 10 visits","6",4995
,"Unidentified Counties, MO","29999","2017","2017","11 to 12 visits","7",7691
,"Unidentified Counties, MO","29999","2017","2017","13 to 14 visits","8",6095
,"Unidentified Counties, MO","29999","2017","2017","15 to 16 visits","9",2175
,"Unidentified Counties, MO","29999","2017","2017","17 to 18 visits","10",643
,"Unidentified Counties, MO","29999","2017","2017","19 or more visits","11",541
,"Unidentified Counties, MO","29999","2018","2018","No visits","1",351
,"Unidentified Counties, MO","29999","2018","2018","1 to 2 visits","2",405
,"Unidentified Counties, MO","29999","2018","2018","3 to 4 visits","3",730
,"Unidentified Counties, MO","29999","2018","2018","5 to 6 visits","4",1238
,"Unidentified Counties, MO","29999","2018","2018","7 to 8 visits","5",2423
,"Unidentified Counties, MO","29999","2018","2018","9 to 10 visits","6",5088
,"Unidentified Counties, MO","29999","2018","2018","11 to 12 visits","7",8044
,"Unidentified Counties, MO","29999","2018","2018","13 to 14 visits","8",6070
,"Unidentified Counties, MO","29999","2018","2018","15 to 16 visits","9",2275
,"Unidentified Counties, MO","29999","2018","2018","17 to 18 visits","10",625
,"Unidentified Counties, MO","29999","2018","2018","19 or more visits","11",573
,"Unidentified Counties, MO","29999","2019","2019","No visits","1",370
,"Unidentified Counties, MO","29999","2019","2019","1 to 2 visits","2",359
,"Unidentified Counties, MO","29999","2019","2019","3 to 4 visits","3",718
,"Unidentified Counties, MO","29999","2019","2019","5 to 6 visits","4",1232
,"Unidentified Counties, MO","29999","2019","2019","7 to 8 visits","5",2314
,"Unidentified Counties, MO","29999","2019","2019","9 to 10 visits","6",4933
,"Unidentified Counties, MO","29999","2019","2019","11 to 12 visits","7",8153
,"Unidentified Counties, MO","29999","2019","2019","13 to 14 visits","8",5832
,"Unidentified Counties, MO","29999","2019","2019","15 to 16 visits","9",2020
,"Unidentified Counties, MO","29999","2019","2019","17 to 18 visits","10",518
,"Unidentified Counties, MO","29999","2019","2019","19 or more visits","11",483
,"Unidentified Counties, MO","29999","2020","2020","No visits","1",364
,"Unidentified Counties, MO","29999","2020","2020","1 to 2 visits","2",355
,"Unidentified Counties, MO","29999","2020","2020","3 to 4 visits","3",725
,"Unidentified Counties, MO","29999","2020","2020","5 to 6 visits","4",1258
,"Unidentified Counties, MO","29999","2020","2020","7 to 8 visits","5",2597
,"Unidentified Counties, MO","29999","2020","2020","9 to 10 visits","6",5562
,"Unidentified Counties, MO","29999","2020","2020","11 to 12 visits","7",7862
,"Unidentified Counties, MO","29999","2020","2020","13 to 14 visits","8",4922
,"Unidentified Counties, MO","29999","2020","2020","15 to 16 visits","9",1534
,"Unidentified Counties, MO","29999","2020","2020","17 to 18 visits","10",425
,"Unidentified Counties, MO","29999","2020","2020","19 or more visits","11",438
,"Unidentified Counties, MO","29999","2021","2021","No visits","1",328
,"Unidentified Counties, MO","29999","2021","2021","1 to 2 visits","2",371
,"Unidentified Counties, MO","29999","2021","2021","3 to 4 visits","3",739
,"Unidentified Counties, MO","29999","2021","2021","5 to 6 visits","4",1141
,"Unidentified Counties, MO","29999","2021","2021","7 to 8 visits","5",2386
,"Unidentified Counties, MO","29999","2021","2021","9 to 10 visits","6",5453
,"Unidentified Counties, MO","29999","2021","2021","11 to 12 visits","7",8360
,"Unidentified Counties, MO","29999","2021","2021","13 to 14 visits","8",5110
,"Unidentified Counties, MO","29999","2021","2021","15 to 16 visits","9",1487
,"Unidentified Counties, MO","29999","2021","2021","17 to 18 visits","10",495
,"Unidentified Counties, MO","29999","2021","2021","19 or more visits","11",501
,"Unidentified Counties, MO","29999","2022","2022","No visits","1",353
,"Unidentified Counties, MO","29999","2022","2022","1 to 2 visits","2",359
,"Unidentified Counties, MO","29999","2022","2022","3 to 4 visits","3",755
,"Unidentified Counties, MO","29999","2022","2022","5 to 6 visits","4",1350
,"Unidentified Counties, MO","29999","2022","2022","7 to 8 visits","5",2416
,"Unidentified Counties, MO","29999","2022","2022","9 to 10 visits","6",5419
,"Unidentified Counties, MO","29999","2022","2022","11 to 12 visits","7",8334
,"Unidentified Counties, MO","29999","2022","2022","13 to 14 visits","8",4992
,"Unidentified Counties, MO","29999","2022","2022","15 to 16 visits","9",1488
,"Unidentified Counties, MO","29999","2022","2022","17 to 18 visits","10",479
,"Unidentified Counties, MO","29999","2022","2022","19 or more visits","11",462
,"Unidentified Counties, MO","29999","2023","2023","No visits","1",368
,"Unidentified Counties, MO","29999","2023","2023","1 to 2 visits","2",381
,"Unidentified Counties, MO","29999","2023","2023","3 to 4 visits","3",691
,"Unidentified Counties, MO","29999","2023","2023","5 to 6 visits","4",1241
,"Unidentified Counties, MO","29999","2023","2023","7 to 8 visits","5",2574
,"Unidentified Counties, MO","29999","2023","2023","9 to 10 visits","6",5795
,"Unidentified Counties, MO","29999","2023","2023","11 to 12 visits","7",8282
,"Unidentified Counties, MO","29999","2023","2023","13 to 14 visits","8",4910
,"Unidentified Counties, MO","29999","2023","2023","15 to 16 visits","9",1395
,"Unidentified Counties, MO","29999","2023","2023","17 to 18 visits","10",422
,"Unidentified Counties, MO","29999","2023","2023","19 or more visits","11",488
,"Unidentified Counties, MO","29999","2024","2024","No visits","1",350
,"Unidentified Counties, MO","29999","2024","2024","1 to 2 visits","2",301
,"Unidentified Counties, MO","29999","2024","2024","3 to 4 visits","3",659
,"Unidentified Counties, MO","29999","2024","2024","5 to 6 visits","4",1207
,"Unidentified Counties, MO","29999","2024","2024","7 to 8 visits","5",2537
,"Unidentified Counties, MO","29999","2024","2024","9 to 10 visits","6",5997
,"Unidentified Counties, MO","29999","2024","2024","11 to 12 visits","7",8701
,"Unidentified Counties, MO","29999","2024","2024","13 to 14 visits","8",4584
,"Unidentified Counties, MO","29999","2024","2024","15 to 16 visits","9",1326
,"Unidentified Counties, MO","29999","2024","2024","17 to 18 visits","10",433
,"Unidentified Counties, MO","29999","2024","2024","19 or more visits","11",486
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Gestational Diabetes: Yes; No"
"Gestational Hypertension: Yes; No"
"Marital Status: Married; Unmarried"
"Mother's Education: 8th grade or less; 9th through 12th grade with no diploma; High school graduate or GED completed; Some"
"college credit, but not a degree; Associate degree (AA, AS); Bachelor's degree (BA, AB, BS); Master's degree (MA, MS, MEng, MEd,"
"MSW, MBA); Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"
"Mother's Hispanic Origin: Hispanic or Latino; Not Hispanic or Latino"
"Mother's Pre-pregnancy BMI: Underweight <18.5; Normal 18.5-24.9; Overweight 25.0-29.9; Obesity I 30.0-34.9; Obesity II"
"35.0-39.9; Extreme Obesity III > 39.9"
"Mother's Single Race 6: American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific"
"Islander; White; More than one race"
"Number of Prenatal Visits Recode: No visits; 1 to 2 visits; 3 to 4 visits; 5 to 6 visits; 7 to 8 visits; 9 to 10 visits; 11 to"
"12 visits; 13 to 14 visits; 15 to 16 visits; 17 to 18 visits; 19 or more visits"
"OE Gestational Age Recode 11: Under 20 weeks; 20-27 weeks; 28-31 weeks; 32-33 weeks; 34-36 weeks; 37-38 weeks; 39 weeks; 40"
"weeks; 41 weeks; 42 weeks or more"
"Pre-pregnancy Diabetes: Yes; No"
"Pre-pregnancy Hypertension: Yes; No"
"Previous Preterm Birth: Yes; No"
"Prior Births Now Living: 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11 or more"
"Prior Other Pregnancy Outcomes: 0; 1; 2; 3; 4; 5; 6 or more"
"Source of Payment for Delivery: Medicaid; Private Insurance; Self Pay"
"States: Missouri (29)"
"Tobacco Use: Yes; No"
"Total Birth Order: 1; 2; 3; 4; 5; 6; 7; 8 or more"
"Trimester Prenatal Care Began: 1st to 3rd month; 4th to 6th month; 7th to final month; No prenatal care"
"Year: 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023; 2024"
"Group By: County of Residence; Year; Number of Prenatal Visits Recode"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Jun 9, 2026 2:31:46 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Jun 9, 2026 2:31:46 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Beginning in 2017, due to state statutory restrictions, California no longer provides record-level data on the marital status"
"of the mother for births occurring in California to California residents and non-residents (including residents of other"
"states). For these births, ""Marital Status"" is coded as ""Not Reported""."
"5. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
