"Notes","County of Residence","County of Residence Code","Year","Year Code","Mother's Education","Mother's Education Code",Births
,"St. Louis city, MO","29510","2016","2016","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",183
,"St. Louis city, MO","29510","2017","2017","8th grade or less","1",71
,"St. Louis city, MO","29510","2017","2017","9th through 12th grade with no diploma","2",329
,"St. Louis city, MO","29510","2017","2017","High school graduate or GED completed","3",804
,"St. Louis city, MO","29510","2017","2017","Some college credit, but not a degree","4",605
,"St. Louis city, MO","29510","2017","2017","Associate degree (AA, AS)","5",182
,"St. Louis city, MO","29510","2017","2017","Bachelor's degree (BA, AB, BS)","6",525
,"St. Louis city, MO","29510","2017","2017","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",383
,"St. Louis city, MO","29510","2017","2017","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",156
,"St. Louis city, MO","29510","2018","2018","8th grade or less","1",62
,"St. Louis city, MO","29510","2018","2018","9th through 12th grade with no diploma","2",319
,"St. Louis city, MO","29510","2018","2018","High school graduate or GED completed","3",726
,"St. Louis city, MO","29510","2018","2018","Some college credit, but not a degree","4",639
,"St. Louis city, MO","29510","2018","2018","Associate degree (AA, AS)","5",192
,"St. Louis city, MO","29510","2018","2018","Bachelor's degree (BA, AB, BS)","6",527
,"St. Louis city, MO","29510","2018","2018","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",413
,"St. Louis city, MO","29510","2018","2018","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",165
,"St. Louis city, MO","29510","2019","2019","8th grade or less","1",87
,"St. Louis city, MO","29510","2019","2019","9th through 12th grade with no diploma","2",371
,"St. Louis city, MO","29510","2019","2019","High school graduate or GED completed","3",826
,"St. Louis city, MO","29510","2019","2019","Some college credit, but not a degree","4",683
,"St. Louis city, MO","29510","2019","2019","Associate degree (AA, AS)","5",169
,"St. Louis city, MO","29510","2019","2019","Bachelor's degree (BA, AB, BS)","6",543
,"St. Louis city, MO","29510","2019","2019","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",401
,"St. Louis city, MO","29510","2019","2019","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",184
,"St. Louis city, MO","29510","2020","2020","8th grade or less","1",44
,"St. Louis city, MO","29510","2020","2020","9th through 12th grade with no diploma","2",306
,"St. Louis city, MO","29510","2020","2020","High school graduate or GED completed","3",782
,"St. Louis city, MO","29510","2020","2020","Some college credit, but not a degree","4",527
,"St. Louis city, MO","29510","2020","2020","Associate degree (AA, AS)","5",151
,"St. Louis city, MO","29510","2020","2020","Bachelor's degree (BA, AB, BS)","6",576
,"St. Louis city, MO","29510","2020","2020","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",402
,"St. Louis city, MO","29510","2020","2020","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",190
,"St. Louis city, MO","29510","2021","2021","8th grade or less","1",84
,"St. Louis city, MO","29510","2021","2021","9th through 12th grade with no diploma","2",291
,"St. Louis city, MO","29510","2021","2021","High school graduate or GED completed","3",845
,"St. Louis city, MO","29510","2021","2021","Some college credit, but not a degree","4",514
,"St. Louis city, MO","29510","2021","2021","Associate degree (AA, AS)","5",169
,"St. Louis city, MO","29510","2021","2021","Bachelor's degree (BA, AB, BS)","6",521
,"St. Louis city, MO","29510","2021","2021","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",396
,"St. Louis city, MO","29510","2021","2021","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",213
,"St. Louis city, MO","29510","2022","2022","8th grade or less","1",105
,"St. Louis city, MO","29510","2022","2022","9th through 12th grade with no diploma","2",297
,"St. Louis city, MO","29510","2022","2022","High school graduate or GED completed","3",788
,"St. Louis city, MO","29510","2022","2022","Some college credit, but not a degree","4",475
,"St. Louis city, MO","29510","2022","2022","Associate degree (AA, AS)","5",134
,"St. Louis city, MO","29510","2022","2022","Bachelor's degree (BA, AB, BS)","6",556
,"St. Louis city, MO","29510","2022","2022","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",360
,"St. Louis city, MO","29510","2022","2022","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",189
,"St. Louis city, MO","29510","2023","2023","8th grade or less","1",102
,"St. Louis city, MO","29510","2023","2023","9th through 12th grade with no diploma","2",306
,"St. Louis city, MO","29510","2023","2023","High school graduate or GED completed","3",767
,"St. Louis city, MO","29510","2023","2023","Some college credit, but not a degree","4",458
,"St. Louis city, MO","29510","2023","2023","Associate degree (AA, AS)","5",124
,"St. Louis city, MO","29510","2023","2023","Bachelor's degree (BA, AB, BS)","6",545
,"St. Louis city, MO","29510","2023","2023","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",376
,"St. Louis city, MO","29510","2023","2023","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",214
,"St. Louis city, MO","29510","2024","2024","8th grade or less","1",112
,"St. Louis city, MO","29510","2024","2024","9th through 12th grade with no diploma","2",272
,"St. Louis city, MO","29510","2024","2024","High school graduate or GED completed","3",761
,"St. Louis city, MO","29510","2024","2024","Some college credit, but not a degree","4",401
,"St. Louis city, MO","29510","2024","2024","Associate degree (AA, AS)","5",131
,"St. Louis city, MO","29510","2024","2024","Bachelor's degree (BA, AB, BS)","6",517
,"St. Louis city, MO","29510","2024","2024","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",394
,"St. Louis city, MO","29510","2024","2024","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",207
,"Unidentified Counties, MO","29999","2016","2016","8th grade or less","1",969
,"Unidentified Counties, MO","29999","2016","2016","9th through 12th grade with no diploma","2",3167
,"Unidentified Counties, MO","29999","2016","2016","High school graduate or GED completed","3",7872
,"Unidentified Counties, MO","29999","2016","2016","Some college credit, but not a degree","4",6568
,"Unidentified Counties, MO","29999","2016","2016","Associate degree (AA, AS)","5",2641
,"Unidentified Counties, MO","29999","2016","2016","Bachelor's degree (BA, AB, BS)","6",4132
,"Unidentified Counties, MO","29999","2016","2016","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1496
,"Unidentified Counties, MO","29999","2016","2016","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",308
,"Unidentified Counties, MO","29999","2017","2017","8th grade or less","1",881
,"Unidentified Counties, MO","29999","2017","2017","9th through 12th grade with no diploma","2",2977
,"Unidentified Counties, MO","29999","2017","2017","High school graduate or GED completed","3",7922
,"Unidentified Counties, MO","29999","2017","2017","Some college credit, but not a degree","4",6460
,"Unidentified Counties, MO","29999","2017","2017","Associate degree (AA, AS)","5",2663
,"Unidentified Counties, MO","29999","2017","2017","Bachelor's degree (BA, AB, BS)","6",4167
,"Unidentified Counties, MO","29999","2017","2017","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1549
,"Unidentified Counties, MO","29999","2017","2017","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",331
,"Unidentified Counties, MO","29999","2018","2018","8th grade or less","1",966
,"Unidentified Counties, MO","29999","2018","2018","9th through 12th grade with no diploma","2",2902
,"Unidentified Counties, MO","29999","2018","2018","High school graduate or GED completed","3",8354
,"Unidentified Counties, MO","29999","2018","2018","Some college credit, but not a degree","4",6609
,"Unidentified Counties, MO","29999","2018","2018","Associate degree (AA, AS)","5",2685
,"Unidentified Counties, MO","29999","2018","2018","Bachelor's degree (BA, AB, BS)","6",4386
,"Unidentified Counties, MO","29999","2018","2018","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1547
,"Unidentified Counties, MO","29999","2018","2018","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",373
,"Unidentified Counties, MO","29999","2019","2019","8th grade or less","1",948
,"Unidentified Counties, MO","29999","2019","2019","9th through 12th grade with no diploma","2",2707
,"Unidentified Counties, MO","29999","2019","2019","High school graduate or GED completed","3",7916
,"Unidentified Counties, MO","29999","2019","2019","Some college credit, but not a degree","4",6362
,"Unidentified Counties, MO","29999","2019","2019","Associate degree (AA, AS)","5",2726
,"Unidentified Counties, MO","29999","2019","2019","Bachelor's degree (BA, AB, BS)","6",4297
,"Unidentified Counties, MO","29999","2019","2019","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1603
,"Unidentified Counties, MO","29999","2019","2019","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",373
,"Unidentified Counties, MO","29999","2020","2020","8th grade or less","1",980
,"Unidentified Counties, MO","29999","2020","2020","9th through 12th grade with no diploma","2",2589
,"Unidentified Counties, MO","29999","2020","2020","High school graduate or GED completed","3",7776
,"Unidentified Counties, MO","29999","2020","2020","Some college credit, but not a degree","4",5929
,"Unidentified Counties, MO","29999","2020","2020","Associate degree (AA, AS)","5",2628
,"Unidentified Counties, MO","29999","2020","2020","Bachelor's degree (BA, AB, BS)","6",4185
,"Unidentified Counties, MO","29999","2020","2020","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1605
,"Unidentified Counties, MO","29999","2020","2020","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",350
,"Unidentified Counties, MO","29999","2021","2021","8th grade or less","1",890
,"Unidentified Counties, MO","29999","2021","2021","9th through 12th grade with no diploma","2",2449
,"Unidentified Counties, MO","29999","2021","2021","High school graduate or GED completed","3",7942
,"Unidentified Counties, MO","29999","2021","2021","Some college credit, but not a degree","4",5859
,"Unidentified Counties, MO","29999","2021","2021","Associate degree (AA, AS)","5",2691
,"Unidentified Counties, MO","29999","2021","2021","Bachelor's degree (BA, AB, BS)","6",4479
,"Unidentified Counties, MO","29999","2021","2021","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1707
,"Unidentified Counties, MO","29999","2021","2021","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",354
,"Unidentified Counties, MO","29999","2022","2022","8th grade or less","1",1129
,"Unidentified Counties, MO","29999","2022","2022","9th through 12th grade with no diploma","2",2350
,"Unidentified Counties, MO","29999","2022","2022","High school graduate or GED completed","3",7919
,"Unidentified Counties, MO","29999","2022","2022","Some college credit, but not a degree","4",5689
,"Unidentified Counties, MO","29999","2022","2022","Associate degree (AA, AS)","5",2689
,"Unidentified Counties, MO","29999","2022","2022","Bachelor's degree (BA, AB, BS)","6",4586
,"Unidentified Counties, MO","29999","2022","2022","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1673
,"Unidentified Counties, MO","29999","2022","2022","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",372
,"Unidentified Counties, MO","29999","2023","2023","8th grade or less","1",990
,"Unidentified Counties, MO","29999","2023","2023","9th through 12th grade with no diploma","2",2458
,"Unidentified Counties, MO","29999","2023","2023","High school graduate or GED completed","3",7874
,"Unidentified Counties, MO","29999","2023","2023","Some college credit, but not a degree","4",5593
,"Unidentified Counties, MO","29999","2023","2023","Associate degree (AA, AS)","5",2759
,"Unidentified Counties, MO","29999","2023","2023","Bachelor's degree (BA, AB, BS)","6",4739
,"Unidentified Counties, MO","29999","2023","2023","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1760
,"Unidentified Counties, MO","29999","2023","2023","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",374
,"Unidentified Counties, MO","29999","2024","2024","8th grade or less","1",1039
,"Unidentified Counties, MO","29999","2024","2024","9th through 12th grade with no diploma","2",2445
,"Unidentified Counties, MO","29999","2024","2024","High school graduate or GED completed","3",8107
,"Unidentified Counties, MO","29999","2024","2024","Some college credit, but not a degree","4",5298
,"Unidentified Counties, MO","29999","2024","2024","Associate degree (AA, AS)","5",2733
,"Unidentified Counties, MO","29999","2024","2024","Bachelor's degree (BA, AB, BS)","6",4772
,"Unidentified Counties, MO","29999","2024","2024","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1807
,"Unidentified Counties, MO","29999","2024","2024","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",380
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Gestational Diabetes: Yes; No"
"Gestational Hypertension: Yes; No"
"Marital Status: Married; Unmarried"
"Mother's Education: 8th grade or less; 9th through 12th grade with no diploma; High school graduate or GED completed; Some"
"college credit, but not a degree; Associate degree (AA, AS); Bachelor's degree (BA, AB, BS); Master's degree (MA, MS, MEng, MEd,"
"MSW, MBA); Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"
"Mother's Hispanic Origin: Hispanic or Latino; Not Hispanic or Latino"
"Mother's Pre-pregnancy BMI: Underweight <18.5; Normal 18.5-24.9; Overweight 25.0-29.9; Obesity I 30.0-34.9; Obesity II"
"35.0-39.9; Extreme Obesity III > 39.9"
"Mother's Single Race 6: American Indian or Alaska Native; Asian; Black or African American; Native Hawaiian or Other Pacific"
"Islander; White; More than one race"
"Number of Prenatal Visits Recode: No visits; 1 to 2 visits; 3 to 4 visits; 5 to 6 visits; 7 to 8 visits; 9 to 10 visits; 11 to"
"12 visits; 13 to 14 visits; 15 to 16 visits; 17 to 18 visits; 19 or more visits"
"OE Gestational Age Recode 11: Under 20 weeks; 20-27 weeks; 28-31 weeks; 32-33 weeks; 34-36 weeks; 37-38 weeks; 39 weeks; 40"
"weeks; 41 weeks; 42 weeks or more"
"Pre-pregnancy Diabetes: Yes; No"
"Pre-pregnancy Hypertension: Yes; No"
"Previous Preterm Birth: Yes; No"
"Prior Births Now Living: 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11 or more"
"Prior Other Pregnancy Outcomes: 0; 1; 2; 3; 4; 5; 6 or more"
"Source of Payment for Delivery: Medicaid; Private Insurance; Self Pay"
"States: Missouri (29)"
"Tobacco Use: Yes; No"
"Total Birth Order: 1; 2; 3; 4; 5; 6; 7; 8 or more"
"Trimester Prenatal Care Began: 1st to 3rd month; 4th to 6th month; 7th to final month; No prenatal care"
"Year: 2016; 2017; 2018; 2019; 2020; 2021; 2022; 2023; 2024"
"Group By: County of Residence; Year; Mother's Education"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Jun 9, 2026 2:32:07 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Jun 9, 2026 2:32:07 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Beginning in 2017, due to state statutory restrictions, California no longer provides record-level data on the marital status"
"of the mother for births occurring in California to California residents and non-residents (including residents of other"
"states). For these births, ""Marital Status"" is coded as ""Not Reported""."
"5. The independent city of St. Louis, Missouri (FIPS code 29510) is reported separately from St. Louis County (FIPS code 29189)."
